지점,지점명,일시,최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%)
108,서울,2021-08-04,26.3,33.2,,2,70.6
108,서울,2021-08-05,25.6,33.7,,2.1,68.1
108,서울,2021-08-06,26,32.2,,2.1,68.4
108,서울,2021-08-07,23.4,32.3,,2.1,65
108,서울,2021-08-08,24.4,32.1,12.7,1.7,74.8
108,서울,2021-08-09,23.3,33.6,,2.3,62.4
108,서울,2021-08-10,24.3,32.2,,2.3,62.5
108,서울,2021-08-11,24.1,31.6,0,2,70.3
108,서울,2021-08-12,24,31.7,0,1.8,67.1
108,서울,2021-08-13,23.4,30.1,,2,70.4
108,서울,2021-08-14,23.4,30.5,,3,63.9
108,서울,2021-08-15,21.7,32.4,,2.3,59.6
108,서울,2021-08-16,22.5,32.8,0,2.3,61.1
108,서울,2021-08-17,21.9,31.3,9.3,2.4,65
108,서울,2021-08-18,20.6,31,5.6,2.8,69.6
108,서울,2021-08-19,21,31.5,,2.6,57.1
108,서울,2021-08-20,22.6,30.7,0,2.3,63.6
108,서울,2021-08-21,21,25.5,62.8,2.7,88.1
108,서울,2021-08-22,22.4,27,0,2.1,81.5
108,서울,2021-08-23,21,24,7.4,2,89.3
108,서울,2021-08-24,21.1,26.4,10.5,2.9,93.6
108,서울,2021-08-25,23.5,27.3,.3,1.8,85.5
108,서울,2021-08-26,22.9,27.9,.7,2.5,84.9
108,서울,2021-08-27,20.4,25.5,.9,1.3,83.5
108,서울,2021-08-28,19.7,28.2,,1.8,80.4
108,서울,2021-08-29,21.9,26.3,.9,1.6,82.6
108,서울,2021-08-30,21.2,27.7,0,1.4,77.5
108,서울,2021-08-31,18.1,23.1,77.4,2.3,93.3
108,서울,2021-09-01,18.5,23.9,.8,2.9,83.1
108,서울,2021-09-02,20.7,26.7,,2.1,70.3
108,서울,2021-09-03,20.6,29.2,,2.4,60.3
108,서울,2021-09-04,18.5,28.6,,2.7,57
108,서울,2021-09-05,19.4,27.3,,3.2,61.1
108,서울,2021-09-06,18,26.4,12,3.2,70.1
108,서울,2021-09-07,17.6,20.9,29.6,2.3,98.1
108,서울,2021-09-08,19,26.9,1.6,1.7,81.3
108,서울,2021-09-09,19.1,29.1,,1.5,76.5
108,서울,2021-09-10,19.5,28.9,,1.9,76
108,서울,2021-09-11,19.9,29.4,,1.7,73.1
108,서울,2021-09-12,19.2,29.8,,1.8,64.6
108,서울,2021-09-13,20.8,30.3,,2.4,67.1
108,서울,2021-09-14,20,29.5,,2.6,63.3
108,서울,2021-09-15,19.5,28.9,,3.6,57.5
108,서울,2021-09-16,18,27.3,,2.6,61.1
108,서울,2021-09-17,20.5,28.2,,3,61.4
108,서울,2021-09-18,18.9,29.8,,1.6,65.1
108,서울,2021-09-19,20.8,27.8,,1.9,62.9
108,서울,2021-09-20,19,28.4,,2.7,63.6
108,서울,2021-09-21,17.4,26.2,68.1,2.9,85.1
108,서울,2021-09-22,16.8,24.3,4.5,2.7,79
108,서울,2021-09-23,16.9,25.9,,2.4,67.3
108,서울,2021-09-24,16.7,26.9,,2.2,67.5
108,서울,2021-09-25,18.7,23.1,,2.3,72.6
108,서울,2021-09-26,18.4,27.3,,2.3,63
108,서울,2021-09-27,18.7,25,0,2.4,66
108,서울,2021-09-28,19.6,24.4,1.3,2.2,75.1
108,서울,2021-09-29,17.8,21.4,13.1,1.7,93.5
108,서울,2021-09-30,16,25.9,,1.5,83.9
108,서울,2021-10-01,16.9,27.5,13.3,2.4,75.8
108,서울,2021-10-02,16.4,26.6,,1.6,77.1
108,서울,2021-10-03,17.1,28.8,,1.9,69.5
108,서울,2021-10-04,19.2,25.6,3.6,2.9,81
108,서울,2021-10-05,21.7,26.5,0,3.3,82.4
108,서울,2021-10-06,17.9,21.7,6.4,2.8,91.5
108,서울,2021-10-07,17.9,21.9,4.6,1.9,85.5
108,서울,2021-10-08,17.5,20,3.5,1.7,91.3
108,서울,2021-10-09,18.5,24.1,.4,2.3,83.5
108,서울,2021-10-10,14.9,24.3,14.2,2.2,89
108,서울,2021-10-11,12.6,17.8,.3,2.2,78.6
108,서울,2021-10-12,15.8,21.3,,3.3,67.1
108,서울,2021-10-13,14.9,25.2,,2.4,66.6
108,서울,2021-10-14,17.4,23.9,,2,73.6
108,서울,2021-10-15,17,21.4,0,2.1,74.4
108,서울,2021-10-16,4.2,18.1,0,3.4,47.5
108,서울,2021-10-17,1.3,10.8,,2.9,37.4
108,서울,2021-10-18,2.8,16.1,5.6,2,60.4
108,서울,2021-10-19,7.1,15,4.4,2.4,72.8
108,서울,2021-10-20,4.6,15.8,,1.7,64.9
108,서울,2021-10-21,4.9,16.2,,1.7,64.1
108,서울,2021-10-22,5.2,17.2,,1.8,58.4
108,서울,2021-10-23,5.7,18.4,,1.6,57.3
108,서울,2021-10-24,6,18.1,,1.7,63.1
108,서울,2021-10-25,6.3,17.6,,1.9,64.5
108,서울,2021-10-26,7.7,19,,1.7,74.5
108,서울,2021-10-27,9.8,18.1,0,2.2,63.4
108,서울,2021-10-28,7.1,20,,1.4,54.6
108,서울,2021-10-29,10.5,20.6,,2,55.9
108,서울,2021-10-30,11,18,,1.6,62.4
108,서울,2021-10-31,9.2,20.3,.7,1.6,73.3
