지점,지점명,일시,최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%)
108,서울,2018-05-17,18.8,23.5,83,1.4,97
108,서울,2018-05-18,12.2,19.3,6.5,1.3,86.8
108,서울,2018-05-19,10.3,24.7,,1.5,47.5
108,서울,2018-05-20,11.5,22.6,,1.4,32.1
108,서울,2018-05-21,11.3,23.7,,1.4,43.9
108,서울,2018-05-22,15.4,23.2,12.5,1.1,75.5
108,서울,2018-05-23,13.6,23.3,6.5,2.5,57.1
108,서울,2018-05-24,11.2,23.7,,2.2,47.4
108,서울,2018-05-25,13.8,26.2,,1.8,47.4
108,서울,2018-05-26,14,29.6,,1.4,50.1
108,서울,2018-05-27,17.3,24.7,,1.7,47.4
108,서울,2018-05-28,16.2,29.1,,1.6,49.8
108,서울,2018-05-29,19.1,25.9,1,1.8,69.3
108,서울,2018-05-30,15.8,24.7,0,1.9,69.8
108,서울,2018-05-31,14.2,27.6,,1.9,58.9
108,서울,2018-06-01,17.5,30.2,,1.9,50.4
108,서울,2018-06-02,17.6,30.1,,2,44.5
108,서울,2018-06-03,16.9,30.8,,1.6,39.4
108,서울,2018-06-04,18.9,27.5,,1.9,50.1
108,서울,2018-06-05,17.7,29.2,,1.7,52.5
108,서울,2018-06-06,18.4,27.9,,2,62.9
108,서울,2018-06-07,17.8,29.4,,2,69.3
108,서울,2018-06-08,18.5,27,,2.1,68
108,서울,2018-06-09,18.9,30.1,.5,1.4,60.6
108,서울,2018-06-10,18.3,24.9,.5,1.4,59.9
108,서울,2018-06-11,18,23.9,5,1.4,67.3
108,서울,2018-06-12,16.6,27.1,0,1.7,65.5
108,서울,2018-06-13,18.3,27,0,1.5,64
108,서울,2018-06-14,18.8,25.1,29,1.1,74.9
108,서울,2018-06-15,17.2,27,16.5,1.4,60.8
108,서울,2018-06-16,16.3,28.7,,1.4,56.4
108,서울,2018-06-17,18.9,27.5,,1.3,66.9
108,서울,2018-06-18,19.9,30.8,,1.5,54.9
108,서울,2018-06-19,19.1,27.2,,1.8,61.3
108,서울,2018-06-20,19.1,28.4,,2.3,68.1
108,서울,2018-06-21,19.4,28.7,,2.2,60.1
108,서울,2018-06-22,18.2,32,,1.8,45.1
108,서울,2018-06-23,20.9,28.9,,2,50.6
108,서울,2018-06-24,20.1,32.1,,1.9,62.8
108,서울,2018-06-25,21.3,32.9,,1.2,57.1
108,서울,2018-06-26,20.2,26.9,71.5,2.4,88.3
108,서울,2018-06-27,19.1,25.5,1,2,81.9
108,서울,2018-06-28,20.6,27.3,26.5,1.1,85.1
108,서울,2018-06-29,21.9,29.1,6.5,1.5,78.5
108,서울,2018-06-30,21.6,27.9,14.5,.9,83.8
108,서울,2018-07-01,21,22.8,83.5,.8,94.6
108,서울,2018-07-02,20.6,25.3,59.5,.7,95.4
108,서울,2018-07-03,22.5,32.6,.1,.8,74.4
108,서울,2018-07-04,24,31.8,,1.7,69.6
108,서울,2018-07-05,23.4,29,.5,1.2,72.8
108,서울,2018-07-06,21.5,27.1,,1.8,57.8
108,서울,2018-07-07,19.5,29.2,,1.6,51.4
108,서울,2018-07-08,17.7,28.1,,1.5,51.5
108,서울,2018-07-09,20.1,24.2,14,1.1,82.3
108,서울,2018-07-10,20.4,26.5,16.5,.7,87.8
108,서울,2018-07-11,24.4,29.5,3,1.3,82.9
108,서울,2018-07-12,25.1,28.2,1,1.5,82.4
108,서울,2018-07-13,24.7,30.9,,1.8,74.8
108,서울,2018-07-14,24.6,31.9,0,1.9,69.6
108,서울,2018-07-15,24.5,33.2,,1.6,69.6
108,서울,2018-07-16,24,34,,1.7,64.3
108,서울,2018-07-17,23.9,32.1,,1.7,66.5
108,서울,2018-07-18,23.7,33.2,,1.6,64.8
108,서울,2018-07-19,23.2,34.1,,1.6,64.1
108,서울,2018-07-20,24.6,34.7,,1.5,62.6
108,서울,2018-07-21,24.9,36.9,,1.5,53.6
108,서울,2018-07-22,25.3,38,,1.4,49.6
108,서울,2018-07-23,29.2,35.7,,1.8,53.8
108,서울,2018-07-24,27.2,36.8,,1.6,59.5
108,서울,2018-07-25,27.7,34.1,,2.4,66.3
108,서울,2018-07-26,27.3,33.7,,1.5,68.8
108,서울,2018-07-27,27.2,35.4,,1.9,69.3
108,서울,2018-07-28,28,35.2,7.5,1.2,77.1
108,서울,2018-07-29,26.4,36.7,,1.2,52.4
108,서울,2018-07-30,26.2,36.9,,1.2,50.9
108,서울,2018-07-31,27.8,38.3,,1.5,50.5
108,서울,2018-08-01,27.8,39.6,,1.7,55.5
108,서울,2018-08-02,30.3,37.9,,1.6,54.4
108,서울,2018-08-03,30,37.9,,1.9,55.3
108,서울,2018-08-04,28,34.9,,2.4,60.6
108,서울,2018-08-05,27.2,33.9,2,2.6,71.8
108,서울,2018-08-06,28.3,35.3,6.5,1.6,71.6
108,서울,2018-08-07,26.8,35.9,,1.5,63.4
108,서울,2018-08-08,27.6,35.3,,2.1,64.8
108,서울,2018-08-09,27.1,32.5,2,1.5,76.3
108,서울,2018-08-10,25.7,36.8,,1.4,60.9
108,서울,2018-08-11,26.4,36,,1.5,55.8
108,서울,2018-08-12,27.2,35.3,5,1.5,61.3
108,서울,2018-08-13,26.7,34.4,1,1.4,68.6
108,서울,2018-08-14,27.7,37.2,,1.3,58.3
108,서울,2018-08-15,28.3,38,1,1.2,59.5
108,서울,2018-08-16,24.1,35.6,,1.7,51
108,서울,2018-08-17,21.7,33.8,,1.8,39.8
108,서울,2018-08-18,21.5,32.1,,1.4,44.6
108,서울,2018-08-19,23,34.4,,1.2,50.6
108,서울,2018-08-20,25.1,33.3,0,2,55.6
108,서울,2018-08-21,23.4,31,5,2.5,71.4
108,서울,2018-08-22,23.4,37.6,,1.1,54.1
108,서울,2018-08-23,25.7,32.2,3,1.7,59.1
108,서울,2018-08-24,23.2,26.3,7.5,2.5,86.3
108,서울,2018-08-25,22.7,29.3,,2.6,68
108,서울,2018-08-26,20.3,29,2,1.2,70
108,서울,2018-08-27,20.2,24.9,19.5,.8,91
108,서울,2018-08-28,22.5,26.1,96.5,.9,92.4
108,서울,2018-08-29,22.7,27.4,42,2.4,86
108,서울,2018-08-30,23.9,28.2,9.5,1.8,80.9
108,서울,2018-08-31,22.8,30.3,.1,1.6,67.4
108,서울,2018-09-01,20.8,30.9,,1.3,59.4
108,서울,2018-09-02,20.1,29.6,,1.5,55.8
108,서울,2018-09-03,21.4,25.8,34.5,1,85.3
108,서울,2018-09-04,20,27.8,,2.2,69.4
108,서울,2018-09-05,19.6,28.5,,2.5,63.5
108,서울,2018-09-06,20.9,28.2,1,2,69.9
108,서울,2018-09-07,19.1,25.5,.5,2.5,54.6
108,서울,2018-09-08,15.9,27.7,,1.7,48.8
108,서울,2018-09-09,15.6,28.9,,1.2,49
108,서울,2018-09-10,18.6,28.4,,1.6,49.5
108,서울,2018-09-11,16.8,26.1,,1.5,48.1
108,서울,2018-09-12,16.8,28.2,,1.4,52
108,서울,2018-09-13,20.3,28.3,,1.2,63.5
108,서울,2018-09-14,20.3,26.8,.5,1.3,66.9
108,서울,2018-09-15,21,26,.2,1,76
108,서울,2018-09-16,21,23.9,2,1.7,83.6
108,서울,2018-09-17,18.5,27.7,.1,1.9,64.3
108,서울,2018-09-18,17.7,26.5,,1.2,59.8
108,서울,2018-09-19,18.9,26.6,.2,1,59.1
108,서울,2018-09-20,17.8,20.1,5,1.8,82.4
108,서울,2018-09-21,17.6,21.9,18,1.3,85.8
108,서울,2018-09-22,17.2,25.5,6.5,1.8,62.3
108,서울,2018-09-23,15.6,25.3,0,1.6,52.9
108,서울,2018-09-24,14.2,22.1,,2.1,48.3
108,서울,2018-09-25,10.8,24.3,,1.1,48
108,서울,2018-09-26,16.2,24.8,,1.7,47.9
108,서울,2018-09-27,13.2,25,,1.3,47.6
108,서울,2018-09-28,14.3,22.2,,1.2,58.1
108,서울,2018-09-29,14.6,27,,1,55.5
108,서울,2018-09-30,14,21.6,,2.3,52.5
108,서울,2018-10-01,13,19.7,0,2.9,55.1
108,서울,2018-10-02,10.3,22,,1.6,61.4
108,서울,2018-10-03,11.2,24.2,,1.3,58
108,서울,2018-10-04,13,25.6,,1.3,56.5
108,서울,2018-10-05,15.7,19,36.5,1.7,84.1
108,서울,2018-10-06,16.3,21.7,55.5,2.2,84
108,서울,2018-10-07,12.3,21.1,,1.7,53.5
108,서울,2018-10-08,9.2,20.9,,1.1,47
108,서울,2018-10-09,10.7,19.8,0,1.1,52.5
108,서울,2018-10-10,7.9,16.7,7,2.5,61
108,서울,2018-10-11,6.1,13.9,,2.1,51
108,서울,2018-10-12,5.2,17.4,,1.3,54
108,서울,2018-10-13,6.1,19.8,,1,54
108,서울,2018-10-14,6.8,20.3,,1.5,60
108,서울,2018-10-15,10.9,21,,1.4,69.9
108,서울,2018-10-16,9.9,20.3,,1.3,55.9
108,서울,2018-10-17,8.4,18.6,,1.3,53.3
108,서울,2018-10-18,7.5,19,,1.1,59.5
108,서울,2018-10-19,7.2,20.4,,1.4,54.3
108,서울,2018-10-20,6.9,21.4,,1.2,53.9
108,서울,2018-10-21,7.2,21.1,,1.1,49.5
108,서울,2018-10-22,8.8,20.6,,1,50
108,서울,2018-10-23,9.8,16.9,5,1.1,75.1
108,서울,2018-10-24,7.6,18.7,,1.3,66
108,서울,2018-10-25,7,21.2,,.9,55.5
108,서울,2018-10-26,9.9,14.7,11,1.6,74.1
108,서울,2018-10-27,6.2,11.6,,3.2,49.6
108,서울,2018-10-28,5.2,13.5,5.5,1.5,77.1
108,서울,2018-10-29,3.4,11.7,0,2,57.3
108,서울,2018-10-30,.7,11.6,0,1.6,51.3
108,서울,2018-10-31,3,12.6,0,1.6,55.4
