지점,지점명,일시,최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%)
108,서울,2019-06-27,21.9,31.2,1.4,1.4,70.5
108,서울,2019-06-28,22.3,29,0,1.7,67.3
108,서울,2019-06-29,19.6,27.7,1.5,1.2,72
108,서울,2019-06-30,20.9,28.5,0,2.3,73.5
108,서울,2019-07-01,20.6,28.9,,2.3,64.4
108,서울,2019-07-02,20.8,30.1,,2.3,63.5
108,서울,2019-07-03,21.2,27.4,,1.7,64.6
108,서울,2019-07-04,20,32.8,,1.9,59.6
108,서울,2019-07-05,20.2,35,0,1.5,42.1
108,서울,2019-07-06,24.6,36.1,,1.7,40.9
108,서울,2019-07-07,22.7,32.5,,2.2,43.3
108,서울,2019-07-08,21.2,31,,2,46.6
108,서울,2019-07-09,19.7,30,,1.8,46.4
108,서울,2019-07-10,19.3,27.3,8.5,2,64.1
108,서울,2019-07-11,19.5,25.9,2.9,1.3,76.9
108,서울,2019-07-12,20,28.7,,2,65.5
108,서울,2019-07-13,22.1,29.7,0,1.7,67.3
108,서울,2019-07-14,21.2,31.6,,1.6,64.6
108,서울,2019-07-15,22.1,27.4,7.7,1.1,80
108,서울,2019-07-16,21.4,28.8,6.3,1.3,79
108,서울,2019-07-17,22.3,29.2,.7,1.2,73.9
108,서울,2019-07-18,23.3,32.1,,1.2,65
108,서울,2019-07-19,22.8,35,0,1.5,61.3
108,서울,2019-07-20,25.1,31.9,1.1,2.1,66.9
108,서울,2019-07-21,24.2,27,6.2,2.2,87.1
108,서울,2019-07-22,24.2,31,.1,2.2,74.6
108,서울,2019-07-23,24.4,32.9,,1.7,70.8
108,서울,2019-07-24,25.2,27.2,1,1.6,82.3
108,서울,2019-07-25,25.6,27.4,9.7,1.2,90.1
108,서울,2019-07-26,23.7,25.9,60,1.7,95.3
108,서울,2019-07-27,24.9,33.4,.6,1.3,76.6
108,서울,2019-07-28,25,28.2,25.6,2.2,88.3
108,서울,2019-07-29,25.6,30,.5,2.6,74.5
108,서울,2019-07-30,26.3,30.8,1.2,3.4,75.3
108,서울,2019-07-31,24,27.5,62.3,2.2,91.1
108,서울,2019-08-01,23.5,30.1,26.9,1.7,86.4
108,서울,2019-08-02,24.7,33.1,,1.2,74.6
108,서울,2019-08-03,25.6,36,3,1.3,69
108,서울,2019-08-04,25,34.4,8.6,1.2,75.9
108,서울,2019-08-05,25.6,35.9,,1.1,65.5
108,서울,2019-08-06,27.9,36.8,,1.5,51.4
108,서울,2019-08-07,23.9,30.3,8,1.2,78.1
108,서울,2019-08-08,25.9,32.7,0,1.6,71.4
108,서울,2019-08-09,26,34.6,,1.3,69
108,서울,2019-08-10,26.6,36.5,,1.5,57.9
108,서울,2019-08-11,26.3,35.7,6.7,2.5,53.6
108,서울,2019-08-12,24.8,28.5,56.2,1.3,91.8
108,서울,2019-08-13,25.1,35.3,6.4,1.5,76.9
108,서울,2019-08-14,25.9,35.7,,1.5,63.9
108,서울,2019-08-15,23.9,28.6,16.2,1.3,82
108,서울,2019-08-16,23,29.5,.1,2.2,74.5
108,서울,2019-08-17,23.4,28.8,0,2.5,69.5
108,서울,2019-08-18,22.6,30.7,,1.7,66.5
108,서울,2019-08-19,21.2,31.3,,1.1,60.6
108,서울,2019-08-20,23.2,32.8,,1.5,56.3
108,서울,2019-08-21,24.4,30.4,1.3,1.2,67.3
108,서울,2019-08-22,23,31.4,,1.7,66.5
108,서울,2019-08-23,22.7,30.5,,2.1,58.4
108,서울,2019-08-24,21.5,27.3,,1.5,60.9
108,서울,2019-08-25,20.2,29.9,,1.5,66.6
108,서울,2019-08-26,21.5,32.1,,1.2,63.8
108,서울,2019-08-27,22.2,29.3,20,1,71.1
108,서울,2019-08-28,23.6,30.2,,1.9,66.2
108,서울,2019-08-29,20.1,26.4,36.9,2.2,77.1
108,서울,2019-08-30,19.5,27,.2,2.4,66.3
108,서울,2019-08-31,18.5,28.9,,1.9,65
108,서울,2019-09-01,19.2,27.8,,1.4,64
108,서울,2019-09-02,19.4,29.7,,1.6,56.6
108,서울,2019-09-03,22,28,0,2.3,67.6
108,서울,2019-09-04,21.2,25.5,22.7,2.5,89
108,서울,2019-09-05,21.5,27.6,36.4,2,91.4
108,서울,2019-09-06,21.6,29.1,2.4,2.1,79.8
108,서울,2019-09-07,22.6,29.5,2.8,6,72.9
108,서울,2019-09-08,22.9,27.3,0,1.9,76.9
108,서울,2019-09-09,22.4,28,0,1.7,74.3
108,서울,2019-09-10,22.1,26.5,63.2,2.4,93.4
108,서울,2019-09-11,20.4,28.7,7.6,3.1,71.4
108,서울,2019-09-12,18.7,22.9,3.9,2.6,72.3
108,서울,2019-09-13,18.3,29.3,.1,1.7,60.4
108,서울,2019-09-14,20.8,24.1,.3,1.2,80
108,서울,2019-09-15,19.5,30,,1.7,70.4
108,서울,2019-09-16,20.7,30.5,,2.1,53
108,서울,2019-09-17,18,29,,2.1,41.6
108,서울,2019-09-18,16,25.4,,3.1,46
108,서울,2019-09-19,13.6,26,,1.9,46.5
108,서울,2019-09-20,15.8,24.2,,2.1,52.8
108,서울,2019-09-21,18.3,22.1,,2,60.3
108,서울,2019-09-22,17.3,19.6,.4,3.8,63.4
108,서울,2019-09-23,16.9,24.6,,2.2,51.1
108,서울,2019-09-24,13.9,26.5,,1.8,61.3
108,서울,2019-09-25,14.8,27.4,,1.4,64.4
108,서울,2019-09-26,17.7,29,,1.9,59.3
108,서울,2019-09-27,19.6,27,,1.9,57.5
108,서울,2019-09-28,19.4,29.2,,1.7,58.9
108,서울,2019-09-29,17.9,28.6,,1.7,60.6
108,서울,2019-09-30,16.4,29.9,,1.6,61
108,서울,2019-10-01,17.6,28.2,,1.8,67.1
108,서울,2019-10-02,20,24.2,23.1,3,88
108,서울,2019-10-03,19.8,27.3,4.6,2.8,73.4
108,서울,2019-10-04,18,27.8,,2.1,71.5
108,서울,2019-10-05,14.7,21.9,.6,2.9,72.6
108,서울,2019-10-06,13.2,22.7,,2.9,53.4
108,서울,2019-10-07,13.3,17.9,25.4,1.8,92
108,서울,2019-10-08,10.6,19.8,,2.6,58.8
108,서울,2019-10-09,7.7,20.4,,1.7,48.3
108,서울,2019-10-10,10.7,19.8,,1.3,60.9
108,서울,2019-10-11,13,26.1,,1.9,60
108,서울,2019-10-12,13.3,23.3,,3.5,49.3
108,서울,2019-10-13,12.1,23.8,,1.9,52.6
108,서울,2019-10-14,9.5,19.6,,2.5,56.9
108,서울,2019-10-15,8.8,20.4,,1.6,55.6
108,서울,2019-10-16,9,20.8,,1.6,58.3
108,서울,2019-10-17,11.2,21.6,,1.7,56
108,서울,2019-10-18,12,22.7,,2.4,58.3
108,서울,2019-10-19,12.1,23.1,,1.8,63.8
108,서울,2019-10-20,12,22.9,,1.3,70.3
108,서울,2019-10-21,10.9,24.6,,1,61
108,서울,2019-10-22,13.3,24.4,,1.6,56.1
108,서울,2019-10-23,14.3,20.7,,2.4,57.3
108,서울,2019-10-24,15.3,23.8,,2.7,47.6
108,서울,2019-10-25,13.1,22,0,2.4,58
108,서울,2019-10-26,6.6,14.9,,2.5,60
108,서울,2019-10-27,4.7,17.4,,1.6,59
108,서울,2019-10-28,7.4,17.7,1.7,2.5,65.9
108,서울,2019-10-29,8.2,17.6,.1,2.3,61
108,서울,2019-10-30,5,17.7,,1.6,60.3
108,서울,2019-10-31,8.4,19.7,,2.3,73.8
