날짜,기온_평균,기온_최대,기온_최소,강수량_합,풍속_평균,습도_평균
2015-03-31,15.382978723404255,36,0,-761,-7.585106383,1005.8585106382978
2015-04-01,15.095744680851064,36,0,-804,-8.308510638,1000.3127659574468
2015-04-02,12.563829787234043,36,0,-672,-7.244680851,1005.1478723404255
2015-04-03,21.55319149,36,2,722,11.329787234042554,986.9989361702127
2015-04-04,11.861702127659575,36,0,-526,-5.914893617,1001.7553191489362
2015-04-05,12.96774193548387,36,0,-779,-8.268817204,1002.141935483871
